"Rk,Player,Pos,MP,Starts,Min,90s,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xA,npxG+xA"
"462,James Tarkowski\15ea812b,DF,36,36,3240,36.0,0,1,0,6,0,2.6,2.6,0.7,3.3"
"463,Percy Tau\4d0eb7d2,FWMF,3,1,103,1.1,1,0,0,0,0,0.0,0.0,0.3,0.3"
"464,Sidnei Tavares\3add8ed8,MF,2,1,85,0.9,0,0,0,0,0,0.1,0.1,0.0,0.1"
"465,Charlie Taylor\cc2d7ad5,DF,29,28,2426,27.0,1,0,0,1,0,0.1,0.1,1.8,1.8"
"466,Neil Taylor\c2f9d19f,DF,1,0,16,0.2,0,0,0,1,0,0.0,0.0,0.0,0.0"
"467,Allan Tchaptchet\ab7d7882,DF,1,0,13,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0"
"468,Nathan Tella\f1e94cd6,FWMF,18,7,745,8.3,1,1,0,2,0,1.8,1.8,0.8,2.6"
"469,Alex Telles\e73c9bb2,DF,9,8,690,7.7,2,0,0,0,0,0.2,0.2,1.1,1.3"
"470,Kenny Tete\77d7c96f,DF,22,18,1481,16.5,1,0,0,3,0,0.2,0.2,1.6,1.8"
"471,William Thomas Fish\b2ee9d2c,DF,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0"
"472,Luke Thomas\fc027d02,DF,14,12,969,10.8,0,1,0,2,0,0.3,0.3,0.2,0.6"
"473,Youri Tielemans\56f7a928,MF,38,37,3357,37.3,4,4,2,6,0,4.5,3.0,3.3,6.3"
"474,Kieran Tierney\fce2302c,DF,27,26,2299,25.5,3,1,0,4,0,0.4,0.4,4.1,4.5"
"475,James Tomkins\e7ca0439,DF,8,6,553,6.1,0,0,0,1,0,0.2,0.2,0.1,0.3"
"476,Fikayo Tomori\7edfbb8a,DF,1,0,45,0.5,0,0,0,0,0,0.0,0.0,0.0,0.0"
"477,Ferrán Torres\9e1035f8,FWMF,24,15,1306,14.5,2,7,0,1,0,5.4,5.4,1.9,7.3"
"478,Cenk Tosun\9a104dee,FW,5,0,48,0.5,0,0,0,1,0,0.0,0.0,0.1,0.1"
"479,Andros Townsend\b28bbd58,MFFW,34,25,2258,25.1,5,1,0,0,0,2.3,2.3,3.7,6.0"
"480,Conor Townsend\4dc4f138,DF,25,25,2234,24.8,2,0,0,0,0,1.0,1.0,2.1,3.1"
"481,Adama Traoré\9a28eba4,FW,37,28,2649,29.4,2,2,0,4,0,2.2,2.2,5.4,7.7"
"482,Bertrand Traoré\c47541e0,FW,36,29,2317,25.7,6,7,0,1,0,6.4,6.4,3.2,9.6"
"483,Trézéguet\3ae14ed1,FW,21,12,1166,13.0,1,2,0,0,0,3.8,3.8,2.0,5.8"
"484,Leandro Trossard\38ceb24a,FWMF,35,30,2607,29.0,5,5,0,2,0,5.1,5.1,4.3,9.4"
"485,Kostas Tsimikas\f315ca93,DFFW,2,0,7,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0"
"486,Axel Tuanzebe\2baec6ce,DF,9,4,404,4.5,0,0,0,2,0,0.0,0.0,0.0,0.0"
"487,Cengiz Ünder\1880614f,MFFW,9,1,281,3.1,2,0,0,0,0,0.3,0.3,1.8,2.0"
"488,Yan Valery\531a4aa8,DFMF,3,1,103,1.1,0,0,0,0,0,0.3,0.3,0.0,0.3"
"489,Jamie Vardy\45963054,FW,34,31,2840,31.6,9,7,8,1,0,19.7,12.8,4.9,17.8"
"490,Joël Veltman\dad4b285,DF,28,25,2281,25.3,1,1,0,3,0,1.4,1.4,1.1,2.5"
"491,Jannik Vestergaard\1900032e,DF,30,29,2574,28.6,0,3,0,3,1,2.1,2.1,0.6,2.7"
"492,Rúben Vinagre\b937e490,DF,2,1,173,1.9,0,0,0,0,0,0.0,0.0,0.0,0.0"
"493,Carlos Vinícius\8b529245,FW,9,3,308,3.4,0,1,0,2,0,1.4,1.4,0.1,1.5"
"494,João Virgínia\728e9b2e,GK,1,0,48,0.5,0,0,0,0,0,0.0,0.0,0.0,0.0"
"495,Vitinha\3b029691,MF,19,5,520,5.8,1,0,0,0,0,0.6,0.6,0.7,1.3"
"496,Jake Vokins\d484c261,DF,1,1,66,0.7,0,0,0,0,0,0.0,0.0,0.2,0.2"
"497,Mat?j Vydra\0d4ceb32,FW,28,15,1371,15.2,2,3,0,0,0,6.1,6.1,1.8,7.8"
"498,Theo Walcott\1ecb65be,FW,1,0,13,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0"
"499,Theo Walcott\1ecb65be,MFFW,21,20,1618,18.0,3,3,0,0,0,3.0,3.0,1.2,4.2"
"500,Kyle Walker\86dd77d1,DF,24,22,1946,21.6,1,1,0,1,0,0.2,0.2,0.5,0.8"
"501,Kyle Walker-Peters\984a5a64,DF,30,30,2645,29.4,2,0,0,4,0,1.1,1.1,1.4,2.5"
"502,Aaron Wan-Bissaka\9e525177,DF,34,34,3060,34.0,4,2,0,3,0,0.9,0.9,2.4,3.3"
"503,Joel Ward\8a7ff278,DF,26,25,2256,25.1,1,0,0,5,0,0.1,0.1,0.4,0.5"
"504,James Ward-Prowse\3515d404,MF,38,38,3420,38.0,7,5,3,5,0,5.3,2.2,4.1,6.3"
"505,Ollie Watkins\aed3a70f,FW,37,37,3328,37.0,5,13,1,4,1,16.0,14.5,4.2,18.7"
"506,Caleb Watts\c7170b46,MFFW,3,0,39,0.4,0,0,0,1,0,0.0,0.0,0.0,0.0"
"507,Adam Webster\c40b6180,DF,29,29,2594,28.8,0,1,0,4,0,1.2,1.2,0.2,1.4"
"508,Danny Welbeck\ce5143da,FW,24,17,1545,17.2,1,6,0,0,0,6.8,6.0,2.2,8.2"
"509,Timo Werner\49fe9070,FW,35,29,2602,28.9,8,6,0,2,0,11.9,11.9,6.1,18.0"
"510,Ashley Westwood\495945ef,MF,38,38,3410,37.9,3,3,0,7,0,1.1,1.1,5.0,6.2"
"511,Ben White\35e413f1,DFMF,36,36,3191,35.5,0,0,0,5,1,0.7,0.7,0.7,1.4"
"512,Georginio Wijnaldum\eb58eef0,MF,38,34,2941,32.7,0,2,0,1,0,3.2,3.2,1.7,4.9"
"513,Brandon Williams\5e74d6c8,DF,4,2,188,2.1,0,0,0,0,0,0.1,0.1,0.0,0.1"
"514,Neco Williams\dd323728,DF,6,3,249,2.8,0,0,0,1,0,0.1,0.1,0.3,0.4"
"515,Rhys Williams\012c975a,DF,9,7,661,7.3,0,0,0,0,0,0.5,0.5,0.4,0.9"
"516,Willian\8b9ebd03,FWMF,25,16,1406,15.6,5,1,0,0,0,2.1,2.1,2.5,4.6"
"517,Joe Willock\a3b03921,MF,7,2,238,2.6,0,0,0,1,0,0.4,0.4,0.0,0.5"
"518,Joe Willock\a3b03921,MF,14,11,978,10.9,0,8,0,0,0,3.6,2.6,0.7,3.4"
"519,Callum Wilson\c596fcb0,FW,26,23,2084,23.2,5,8,4,2,0,11.3,8.2,2.2,10.5"
"520,Harry Winks\2f7acede,MF,15,9,861,9.6,0,0,0,5,0,0.1,0.1,0.3,0.3"
"521,Chris Wood\4e9a0555,FW,33,32,2741,30.5,3,10,2,0,0,13.3,11.8,2.2,14.0"
"522,Granit Xhaka\e61b8aee,MFDF,31,29,2522,28.0,2,1,0,7,1,0.8,0.8,1.6,2.4"
"523,Andriy Yarmolenko\849c826a,FWMF,15,1,375,4.2,1,0,0,3,0,0.4,0.4,1.0,1.4"
"524,DeAndre Yedlin\ae0a7ddf,DF,6,5,436,4.8,0,0,0,0,0,0.1,0.1,0.1,0.2"
"525,Okay Yoku?lu\e49ce451,MF,16,15,1317,14.6,1,0,0,4,0,0.9,0.9,0.6,1.5"
"526,Wilfried Zaha\b2bc3b1f,FW,30,29,2612,29.0,2,9,2,6,0,7.5,5.9,3.3,9.2"
"527,Andre-Frank Zambo Anguissa\6bb2c084,MF,36,29,2587,28.7,3,0,0,6,0,1.8,1.8,2.2,4.1"
"528,Andi Zeqiri\d01231f0,FWDF,9,0,171,1.9,0,0,0,0,0,0.6,0.6,0.1,0.7"
"529,Oleksandr Zinchenko\51cf8561,DF,20,15,1478,16.4,0,0,0,0,0,0.7,0.7,1.3,2.1"
"530,Hakim Ziyech\6622454d,FWMF,23,15,1172,13.0,3,2,0,3,0,1.9,1.9,3.7,5.6"
"531,Kurt Zouma\ce4246f5,DF,24,22,2029,22.5,0,5,0,3,0,1.8,1.8,0.0,1.9"
"532,Martin Ødegaard\79300479,MF,14,9,866,9.6,2,1,0,0,0,1.1,1.1,2.1,3.2"
